Author,Authority,Category,Compatibility,Content_rating,Description,Detail,Developer_address,Developer_email,Developer_website,Icon,Installs,Item_name,Link,Package,Price,Rating,Review_number,Score,Similar,Size,Update,Version
,"{None: None, 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Other': ['control vibration', 'full network access', 'prevent device from sleeping', 'run at startup', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.desygner.logos,,,,,,,,
,"{'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Other': ['allow Wi-Fi Multicast reception', 'change network connectivity', 'change system display settings', 'connect and disconnect from Wi-Fi', 'control vibration', 'full network access', 'view network connections']}",,,,,,,,,,,,,com.sunflower.qiaozhi,,,,,,,,
,"{'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['full network access', 'view network connections']}",,,,,,,,,,,,,com.playmobil.reiterhof,,,,,,,,
,"{'Location': ['approximate location (network-based)', 'precise location (GPS and network-based)'], 'Phone': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['connect and disconnect from Wi-Fi', 'control vibration', 'full network access', 'prevent device from sleeping', 'read Google service configuration', 'run at startup', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.bhmedia.trung.viet,,,,,,,,
,"{'Other': ['disable your screen lock', 'prevent device from sleeping']}",,,,,,,,,,,,,eu.aboutall.android.tools.kepscreenon,,,,,,,,
,"{'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['full network access', 'prevent device from sleeping', 'run at startup', 'view network connections']}",,,,,,,,,,,,,li.pokemonsters.mcpe,,,,,,,,
,"{'Calendar': [""add or modify calendar events and send email to guests without owners' knowledge"", 'read calendar events plus confidential information'], 'Contacts': ['find accounts on the device'], 'Phone': ['directly call phone numbers', 'make/receive SIP calls', 'read phone status and identity'], 'Device ID & call information': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Location': ['access extra location provider commands', 'approximate location (network-based)', 'precise location (GPS and network-based)'], 'Microphone': ['record audio'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Device & app history': ['retrieve running apps'], 'Camera': ['take pictures and videos'], 'Identity': ['find accounts on the device'], 'Other': ['access Bluetooth settings', 'change system display settings', 'change your audio settings', 'control vibration', 'draw over other apps', 'full network access', 'pair with Bluetooth devices', 'prevent device from sleeping', 'read Google service configuration', 'run at startup', 'send sticky broadcast', 'view network connections'], 'Uncategorized': ['read Home settings and shortcuts', 'receive data from Internet']}",,,,,,,,,,,,,com.every8d.teamplus.privatecloud,,,,,,,,
,"{'Phone': ['read phone status and identity'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Identity': ['find accounts on the device'], 'Contacts': ['find accounts on the device'], 'Device ID & call information': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Microphone': ['record audio'], 'Other': ['Google Play license check', 'change your audio settings', 'control vibration', 'full network access', 'pair with Bluetooth devices', 'prevent device from sleeping', 'send sticky broadcast', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.cambly.cambly,,,,,,,,
,"{'SMS': ['edit your text messages (SMS or MMS)', 'read your text messages (SMS or MMS)', 'receive text messages (MMS)', 'receive text messages (SMS)', 'receive text messages (WAP)', 'send SMS messages'], 'Phone': ['directly call phone numbers', 'read phone status and identity'], 'Contacts': ['find accounts on the device', 'modify your contacts', 'read your contacts'], 'Location': ['access extra location provider commands', 'approximate location (network-based)', 'precise location (GPS and network-based)'], 'Device ID & call information': ['read phone status and identity'], 'Device & app history': ['retrieve running apps'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Identity': ['add or remove accounts', 'find accounts on the device', 'read your own contact card'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Microphone': ['record audio'], 'Cellular data settings': ['change/intercept network settings and traffic'], 'Other': ['access Bluetooth settings', 'change network connectivity', 'change your audio settings', 'connect and disconnect from Wi-Fi', 'control flashlight', 'control vibration', 'create accounts and set passwords', 'disable your screen lock', 'draw over other apps', 'full network access', 'install shortcuts', 'modify system settings', 'pair with Bluetooth devices', 'prevent device from sleeping', 'read Google service configuration', 'read sync settings', 'run at startup', 'send sticky broadcast', 'set an alarm', 'toggle sync on and off', 'uninstall shortcuts', 'view network connections'], 'Uncategorized': ['read sync statistics', 'receive data from Internet']}",,,,,,,,,,,,,com.verizon.messaging.vzmsgs,,,,,,,,
,"{'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.rbigsoft.easyunrar.lite,,,,,,,,
,"{'Location': ['approximate location (network-based)', 'precise location (GPS and network-based)'], 'Phone': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['change your audio settings', 'connect and disconnect from Wi-Fi', 'draw over other apps', 'full network access', 'prevent device from sleeping', 'run at startup', 'view network connections']}",,,,,,,,,,,,,snapapp.trackmymobile.findmyphone,,,,,,,,
,"{'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Other': ['Google Play license check', 'full network access', 'run at startup', 'view network connections']}",,,,,,,,,,,,,com.turborocketgames.phoenixsim,,,,,,,,
,{},,,,,,,,,,,,,com.jb.gokeyboard.plugin.facecombination.funny,,,,,,,,
,"{'Phone': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['control vibration', 'full network access', 'prevent device from sleeping', 'run at startup', 'view network connections']}",,,,,,,,,,,,,com.fatcat.SuperModelGrowthDiary,,,,,,,,
,"{'Location': ['approximate location (network-based)', 'precise location (GPS and network-based)'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Microphone': ['record audio'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Other': ['Google Play license check', 'access Bluetooth settings', 'allow Wi-Fi Multicast reception', 'change network connectivity', 'change your audio settings', 'connect and disconnect from Wi-Fi', 'control vibration', 'full network access', 'install shortcuts', 'pair with Bluetooth devices', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,fofu.com.cn,,,,,,,,
,"{'Device & app history': ['retrieve running apps'], 'Location': ['approximate location (network-based)', 'precise location (GPS and network-based)'], 'Phone': ['read phone status and identity'], 'Photos/Media/Files': ['access USB storage filesystem', 'modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Microphone': ['record audio'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['Google Play license check', 'change network connectivity', 'change your audio settings', 'connect and disconnect from Wi-Fi', 'control flashlight', 'control vibration', 'draw over other apps', 'full network access', 'modify system settings', 'pair with Bluetooth devices', 'prevent device from sleeping', 'view network connections']}",,,,,,,,,,,,,cn.com.ruijie.cloudapp,,,,,,,,
,"{None: None, 'Identity': ['find accounts on the device'], 'Calendar': [""add or modify calendar events and send email to guests without owners' knowledge"", 'read calendar events plus confidential information'], 'Contacts': ['find accounts on the device', 'read your contacts'], 'Location': ['approximate location (network-based)', 'precise location (GPS and network-based)'], 'Phone': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Microphone': ['record audio'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['Google Play license check', 'change network connectivity', 'change your audio settings', 'control flashlight', 'control vibration', 'create accounts and set passwords', 'draw over other apps', 'expand/collapse status bar', 'full network access', 'install shortcuts', 'modify system settings', 'pair with Bluetooth devices', 'prevent device from sleeping', 'read sync settings', 'run at startup', 'send sticky broadcast', 'toggle sync on and off', 'view network connections'], 'Uncategorized': ['read Home settings and shortcuts']}",,,,,,,,,,,,,com.xingin.xhs,,,,,,,,
,"{None: None, 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,jelly.jam.fruit.match.cookie,,,,,,,,
,"{'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections']}",,,,,,,,,,,,,com.artech.logomakerfinal,,,,,,,,
,{},,,,,,,,,,,,,com.kakao.talk.theme.blacktheme,,,,,,,,
,"{None: None, 'Device & app history': ['retrieve running apps'], 'Phone': ['read phone status and identity'], 'Photos/Media/Files': ['access USB storage filesystem', 'modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections']}",,,,,,,,,,,,,net.joyplustech.android_mermaid16,,,,,,,,
,"{'Photos/Media/Files': ['read the contents of your USB storage'], 'Storage': ['read the contents of your USB storage'], 'Other': ['control vibration', 'run at startup', 'set an alarm']}",,,,,,,,,,,,,com.style_7.analogclocklivewallpaper7pro,,,,,,,,
,"{'Device & app history': ['read sensitive log data', 'retrieve running apps'], 'Location': ['precise location (GPS and network-based)'], 'Phone': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['control vibration', 'full network access', 'prevent device from sleeping', 'run at startup', 'set an alarm', 'view network connections'], 'Uncategorized': ['interact across users']}",,,,,,,,,,,,,org.blokada.alarm.dnschanger,,,,,,,,
,"{'Other': ['full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.mandala.lichvutru,,,,,,,,
,"{'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['control vibration', 'full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.utec.easyget,,,,,,,,
,"{'Phone': ['read phone status and identity'], 'Device ID & call information': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['control vibration', 'full network access', 'prevent device from sleeping', 'run at startup', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.fotoable.townest,,,,,,,,
,"{'Location': ['approximate location (network-based)', 'precise location (GPS and network-based)'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Other': ['change your audio settings', 'control vibration', 'draw over other apps', 'full network access', 'install shortcuts', 'prevent device from sleeping', 'read Google service configuration', 'run at startup', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.diadiemninhthuan.android,,,,,,,,
,"{None: None, 'Location': ['approximate location (network-based)', 'precise location (GPS and network-based)'], 'Phone': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Microphone': ['record audio'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['connect and disconnect from Wi-Fi', 'control vibration', 'draw over other apps', 'full network access', 'prevent device from sleeping', 'read Google service configuration', 'run at startup', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.hornet.android,,,,,,,,
,"{None: None, 'Location': ['precise location (GPS and network-based)'], 'Phone': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['view network connections']}",,,,,,,,,,,,,com.tinder.tinderlite,,,,,,,,
,"{'Location': ['precise location (GPS and network-based)'], 'Microphone': ['record audio'], 'Photos/Media/Files': ['read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Storage': ['read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Other': ['change your audio settings', 'control Near Field Communication', 'control vibration', 'full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.sessia.business,,,,,,,,
,"{'Wi-Fi connection information': ['view Wi-Fi connections'], 'Location': ['approximate location (network-based)', 'precise location (GPS and network-based)'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['control vibration', 'full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.binhanh.taxi123,,,,,,,,
,"{None: None, 'Location': ['approximate location (network-based)', 'precise location (GPS and network-based)'], 'Other': ['full network access', 'prevent device from sleeping', 'run at startup', 'view network connections']}",,,,,,,,,,,,,com.sm.digital.hud.speedometer.freeapp,,,,,,,,
,"{'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.motionone.afterfocus,,,,,,,,
,"{None: None, 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['full network access', 'prevent device from sleeping', 'run at startup', 'view network connections']}",,,,,,,,,,,,,com.fragileheart.photosrecover,,,,,,,,
,"{'Device & app history': ['retrieve running apps'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['full network access', 'set wallpaper', 'view network connections']}",,,,,,,,,,,,,com.appwallet.manformalphotosuit,,,,,,,,
,"{'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.rapleypinoapp.videodownloaderforfacebook,,,,,,,,
,"{'Wi-Fi connection information': ['view Wi-Fi connections'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.turkeystudio.boitinhyeutheoten,,,,,,,,
,"{'Device & app history': ['retrieve running apps'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,vn.com.vnpt.vinaphone.vnptsoftware.qlvbdh.tapdoan,,,,,,,,
,"{'Other': ['full network access', 'view network connections']}",,,,,,,,,,,,,com.sultanware.Granny,,,,,,,,
,"{'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections']}",,,,,,,,,,,,,vn.com.hsc.trade,,,,,,,,
,"{'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Microphone': ['record audio'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Other': ['full network access', 'prevent device from sleeping', 'run at startup', 'view network connections']}",,,,,,,,,,,,,com.meberty.selfievideorecorder,,,,,,,,
,"{None: None, 'Location': ['approximate location (network-based)', 'precise location (GPS and network-based)'], 'Phone': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['access Bluetooth settings', 'change network connectivity', 'full network access', 'pair with Bluetooth devices', 'prevent device from sleeping', 'run at startup', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.ocha.mobile.vn,,,,,,,,
,"{None: None, 'Other': ['control vibration', 'full network access', 'prevent device from sleeping', 'run at startup', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.game.hua11,,,,,,,,
,"{'Contacts': ['read your contacts'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Other': ['full network access', 'run at startup', 'view network connections']}",,,,,,,,,,,,,vn.psys.fakesms,,,,,,,,
,"{'Phone': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['allow Wi-Fi Multicast reception', 'full network access', 'prevent device from sleeping', 'run at startup', 'view network connections']}",,,,,,,,,,,,,com.gamesforgirlsfree.superstarfamily,,,,,,,,
,"{'Camera': ['take pictures and videos'], 'Phone': ['read phone status and identity'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Device & app history': ['retrieve running apps'], 'Device ID & call information': ['read phone status and identity'], 'Location': ['approximate location (network-based)'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Other': ['connect and disconnect from Wi-Fi', 'control vibration', 'full network access', 'install shortcuts', 'prevent device from sleeping', 'run at startup', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.jpbrothers.android.polaroid.sub1,,,,,,,,
,"{'Phone': ['directly call phone numbers', 'read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Microphone': ['record audio'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['connect and disconnect from Wi-Fi', 'control vibration', 'full network access', 'prevent device from sleeping', 'view network connections']}",,,,,,,,,,,,,vn.com.sonca.TouchControl,,,,,,,,
,"{'Location': ['approximate location (network-based)', 'precise location (GPS and network-based)'], 'Phone': ['directly call phone numbers'], 'Other': ['full network access', 'prevent device from sleeping', 'read Google service configuration', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.vishipel.vifish18,,,,,,,,
,{'Other': ['full network access']},,,,,,,,,,,,,loto.lomtepzolkit.vn,,,,,,,,
,"{'Identity': ['find accounts on the device'], 'Contacts': ['find accounts on the device', 'read your contacts'], 'Location': ['approximate location (network-based)', 'precise location (GPS and network-based)'], 'Phone': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Microphone': ['record audio'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['access Bluetooth settings', 'change your audio settings', 'control vibration', 'disable your screen lock', 'draw over other apps', 'full network access', 'pair with Bluetooth devices', 'prevent device from sleeping', 'send sticky broadcast', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.cc.grameenphone,,,,,,,,
,"{'Location': ['approximate location (network-based)', 'precise location (GPS and network-based)'], 'Phone': ['directly call phone numbers'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.vnetgps.topgps,,,,,,,,
,"{'Phone': ['read phone status and identity'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['full network access', 'pair with Bluetooth devices', 'view network connections']}",,,,,,,,,,,,,lockscreen.star.com,,,,,,,,
,"{'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Microphone': ['record audio'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.fronty.ziktalk2,,,,,,,,
,"{'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections']}",,,,,,,,,,,,,com.tpas.vampire.yourself.camera.editor,,,,,,,,
,"{'Location': ['approximate location (network-based)'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Other': ['change network connectivity', 'full network access', 'view network connections']}",,,,,,,,,,,,,com.cathyw.viko,,,,,,,,
,"{'Phone': ['read phone status and identity'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['control vibration', 'draw over other apps', 'full network access', 'prevent device from sleeping', 'run at startup', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.ygame.toandantamquoc,,,,,,,,
,"{None: None, 'Other': ['full network access', 'prevent device from sleeping', 'run at startup', 'view network connections']}",,,,,,,,,,,,,com.wilddinosaurs.hunter.jurassicworld.freegame,,,,,,,,
,"{'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Other': ['control vibration', 'full network access', 'prevent device from sleeping', 'run at startup', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.fantome.penguinisle,,,,,,,,
,"{'Location': ['approximate location (network-based)'], 'Phone': ['read phone status and identity'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Microphone': ['record audio'], 'Wi-Fi connection information': ['view Wi-Fi connections'], 'Device ID & call information': ['read phone status and identity'], 'Other': ['access Bluetooth settings', 'change your audio settings', 'connect and disconnect from Wi-Fi', 'control vibration', 'full network access', 'pair with Bluetooth devices', 'view network connections']}",,,,,,,,,,,,,trunghieu.tnt.samsungdevicetest,,,,,,,,
,"{'Identity': ['find accounts on the device'], 'Contacts': ['find accounts on the device'], 'Phone': ['directly call phone numbers'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['control vibration', 'full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.pnj.employee,,,,,,,,
,"{'Location': ['approximate location (network-based)'], 'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Other': ['full network access', 'prevent device from sleeping', 'run at startup', 'view network connections']}",,,,,,,,,,,,,com.mocolara.socaratamtrang,,,,,,,,
,"{'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Microphone': ['record audio'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections'], 'Uncategorized': ['receive data from Internet']}",,,,,,,,,,,,,com.iccom.luatvietnam,,,,,,,,
,"{'Photos/Media/Files': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Storage': ['modify or delete the contents of your USB storage', 'read the contents of your USB storage'], 'Camera': ['take pictures and videos'], 'Microphone': ['record audio'], 'Other': ['full network access', 'prevent device from sleeping', 'view network connections']}",,,,,,,,,,,,,com.videocall.fakecall.blackpink.kpop,,,,,,,,
